32010;8147
32011;12236
32030;3231
33011;35084
33016;966
33021;19372
33029;17744
33037;11581
33039;8363
33040;7602
33041;3608
34002;13805
34003;9194
34009;11426
34013;26202
34022;74543
34023;12684
34025;5491
34027;31918
34040;35842
34041;31357
34042;23451
34043;1873
35002;14294
35005;11147
35006;13272
35011;16668
35013;67334
35014;8813
35029;11418
36015;54376
36006;9768
36007;10659
36008;26541
36010;9369
36011;8312
36012;10690
36019;10969
37002;7931
37007;11036
37010;7367
37011;6594
37012;5012
37015;19115
37017;8936
37018;12647
37020;9396
38002;4821
38008;9880
38014;19952
38016;10332
38025;11766
41002;76470
41011;16903
41018;30911
41024;17206
41027;16476
41034;16943
41048;34656
41063;9140
41081;24531
41082;19101
42003;13776
42004;13652
42006;43034
42008;22712
42010;11606
42011;17301
42023;10319
42025;22765
42026;11040
42028;20348
43002;13597
43005;18970
43007;6127
43010;22075
43014;6524
43018;12135
44001;18543
44011;27597
44012;10165
44013;17166
44019;31271
44020;11879
44021;224685
44029;7800
44034;19098
44036;9292
44040;10410
44043;21954
44045;5745
44048;10909
44049;10986
44052;13231
44064;8372
44072;7942
44073;6785
44080;8231
44081;14547
45017;7874
45035;28028
45041;23740
45057;6573
45059;13689
45060;6100
45061;6029
45062;1921
45063;6302
45064;6447
45065;7687
46003;45105
46013;14583
46014;36532
46020;17385
46021;68364
46024;16605
46025;25782
51004;25708
51008;13255
51009;11398
51012;3316
51014;6010
51017;5600
51019;3217
51065;10868
52010;13971
52011;200233
52012;35338
52015;29613
52018;11350
52021;22313
52022;16944
52025;12041
52043;21834
52048;10348
52055;16004
52063;10583
52074;10911
52075;8731
53014;20081
53020;16837
53028;20708
53039;6762
53044;9309
53046;3806
53053;91123
53065;19084
53068;6661
53070;22003
53082;20245
53083;5056
53084;7478
54007;52475
54010;17541
55004;19339
55010;10982
55022;76497
55023;17352
55035;7973
55039;7581
55040;24741
55050;9677
56001;11519
56005;6630
56011;32144
56016;9812
56022;9611
56029;3363
56044;5456
56049;4062
56051;5126
56078;14612
56085;7540
56086;13324
56087;18560
56088;4494
57003;7487
57018;5413
57027;9598
57062;5221
57064;16910
57072;5036
57081;67227
57093;7454
57094;13123
57095;3204
61003;13053
61010;2693
61012;4127
61019;4290
61024;3554
61028;4267
61031;19034
61039;4976
61041;3625
61043;5379
61048;2468
61063;3450
61068;5674
61072;12152
61079;3863
61080;5682
61081;2256
62003;27483
62006;8303
62009;10186
62011;8182
62015;11716
62022;20569
62026;5159
62027;6207
62032;13151
62038;15905
62051;36370
62060;8138
62063;184550
62079;23580
62093;23019
62096;60271
62099;14800
62100;12454
62108;16769
62118;22350
62119;12451
62120;25550
62121;9620
62122;7615
63001;5081
63003;3861
63004;3856
63012;5315
63013;5537
63020;14077
63023;17551
63035;16479
63038;7617
63040;10117
63045;3348
63046;5495
63048;5042
63049;11265
63057;3768
63058;9331
63061;9625
63067;8968
63072;10362
63073;6511
63075;2949
63076;11223
63079;52760
63080;6498
63084;8828
63086;2398
63087;3800
63088;9388
63089;5284
64008;2620
64015;5385
64021;2600
64023;2714
64025;2994
64029;2600
64034;13309
64047;2848
64056;3371
64063;4871
64065;6601
64074;13348
64075;2300
64076;3206
71002;7227
71004;39565
71011;17251
71016;62860
71017;7640
71020;8290
71022;68373
71024;11590
71034;13857
71037;13541
71045;6510
71047;9200
71053;37079
71057;16009
71066;19172
71067;6764
71069;9392
71070;30183
72003;11925
72004;14046
72018;11844
72020;30711
72021;23123
72025;15480
72029;12747
72030;15347
72037;13576
72038;11232
72039;29270
72040;12566
72041;18364
73001;10938
73006;29433
73009;10045
73022;6602
73028;86
73032;9210
73040;8065
73042;23745
73066;15687
73083;29598
73098;6751
73107;35564
73109;4327
81001;25008
81003;4167
81004;14770
81013;1439
81015;6917
82003;13644
82005;2775
82009;1856
82014;4528
82032;7196
82036;4225
82037;4669
82038;2210
83012;9994
83013;2806
83028;4982
83031;4123
83034;16564
83040;4799
83044;2227
83049;2482
83055;2934
84009;8065
84010;5443
84016;1358
84029;1470
84033;3717
84035;4338
84043;6264
84050;4953
84059;5672
84068;2282
84075;2866
84077;9315
85007;4864
85009;4982
85011;5510
85024;2696
85026;3964
85034;3202
85039;3428
85045;10975
85046;7148
85047;1923
91005;6765
91013;8125
91015;3140
91030;14562
91034;12756
91054;4337
91059;6510
91064;4657
91072;4430
91103;3073
91114;11863
91120;4217
91141;8001
91142;4995
91143;2867
92003;23648
92006;6078
92035;13668
92045;7125
92048;8827
92054;5845
92087;11375
92094;105248
92097;4115
92101;10911
92114;7355
92137;27053
92138;6411
92140;17548
92141;7934
92142;20652
93010;4382
93014;13282
93018;2870
93022;10649
93056;8040
93088;16868
93090;5642
