1015220364;0
1020563743;0
1029715524;0
1033911415;0
1049337495;0
1052178189;0
1054606670;0
1054606973;0
1065640607;0
1067608483;0
1067619908;0
1067624543;0
1067624547;0
1076644757;0
1092305643;0
1101607791;0
1103639941;0
1107600975;0
1108005215;0
1109389820;0
1109390415;0
1109624949;0
1109628621;0
1132973520;0
1142628973;0
1142629242;0
1142805518;0
1153308875;0
1155423474;0
1157010401;0
1157010484;0
1157010528;0
1186336298;0
1218197076;0
1227971464;0
1229162233;0
1230643637;0
1258498486;0
1268711036;0
129942129;0
1299706161;0
1316144827;0
1343554941;0
1374764369;0
1382365273;0
1382791339;0
1411610252;0
1424275794;0
1445638059;0
1452893282;0
1471074444;0
1473245133;0
1477569224;0
1519366130;0
1532970747;0
1534099988;0
1581956729;0
1588529425;0
1593182793;0
1597597278;0
1618058404;0
1618066699;0
161831987;0
1641236626;0
1660609066;0
1681717955;0
1687024674;0
1692806081;0
169774252;0
1707407741;0
1707407744;0
1707407766;0
1707407769;0
1711344995;0
1713161194;0
1713257062;0
1725738011;0
1727795179;0
1763088280;0
1763091765;0
1790117246;0
1813069631;0
1835782538;0
1835782542;0
196170102;0
196170528;0
196242255;0
203373790;0
203373791;0
206124607;0
206125465;0
211494808;0
211494814;0
223850989;0
237977064;0
248056116;0
248570650;0
252011394;0
252160467;0
252160468;0
252509583;0
252509586;0
252952650;0
260834489;0
260834495;0
260836065;0
262109934;0
262400191;0
262461314;0
262981894;0
262981895;0
262992204;0
262999596;0
263011115;0
264371733;0
264371740;0
264754796;0
265572307;0
266155844;0
266178327;0
266381000;0
266579788;0
266721735;0
267422333;0
268026779;0
268179596;0
268728859;0
268887160;0
269240098;0
269488672;0
269697676;0
270787897;0
271409592;0
274762911;0
278183200;0
278183229;0
278738597;0
279890350;0
279895750;0
280062006;0
282057506;0
282334064;0
286657716;0
290638503;0
290638533;0
290638543;0
292155239;0
292884621;0
293254979;0
293254990;0
297914574;0
297914640;0
298082753;0
300797543;0
300797545;0
300797555;0
300797557;0
301438089;0
302958934;0
302959047;0
305359894;0
306369305;0
306369343;0
307841172;0
307938489;0
307938490;0
307960805;0
308045753;0
30975747;0
311613571;0
311614410;0
312795063;0
312989140;0
313120659;0
314072796;0
314072805;0
314072806;0
314161677;0
314161683;0
318714440;0
319808133;0
319943259;0
319943260;0
319943391;0
320432488;0
321283596;0
321284718;0
321284730;0
321391851;0
322773248;0
325217990;0
325217999;0
332543521;0
332543549;0
333743725;0
33714533;0
33714554;0
338965384;0
340631570;0
343232405;0
343232832;0
347769022;0
347769071;0
347780420;0
357502591;0
36450648;0
365372667;0
365408437;0
367343908;0
367343982;0
382734659;0
382734672;0
382734907;0
393546595;0
393546596;0
393946779;0
404445458;0
412246504;0
412246513;0
414205570;0
416343637;0
417097692;0
417660083;0
417660249;0
41899417;0
41899526;0
41900521;0
41903268;0
41903495;0
41938205;0
41938392;0
41942074;0
41954026;0
41955548;0
41987773;0
41988304;0
42001920;0
42017491;0
42018527;0
42018755;0
42018949;0
42022440;0
42022793;0
42024034;0
420305957;0
42144362;0
42144857;0
42175553;0
42196738;0
42197551;0
42199350;0
42207714;0
42208041;0
42208397;0
42208436;0
42208762;0
42209355;0
42210526;0
42212628;0
42212664;0
42212975;0
42213007;0
42213069;0
42213570;0
42213792;0
42214137;0
42216399;0
42217218;0
42219811;0
42221781;0
42222346;0
42224287;0
42224552;0
42225181;0
42225382;0
42226528;0
42229827;0
42246274;0
42249092;0
42249238;0
42250074;0
42252131;0
42257205;0
42263658;0
42263710;0
42263929;0
42264226;0
42264643;0
42264768;0
42267844;0
42274988;0
42279960;0
42280274;0
42282428;0
42282749;0
42283162;0
42285642;0
42291684;0
42302933;0
42306509;0
42306779;0
42306941;0
42307179;0
42312289;0
42313492;0
42313518;0
42313586;0
42313636;0
42314682;0
42315843;0
42317060;0
42317723;0
42322091;0
42322371;0
42331060;0
42331692;0
42332013;0
42333965;0
42340308;0
42341551;0
42343208;0
42343273;0
42343458;0
42344290;0
42345371;0
42349280;0
42372090;0
42377769;0
42384287;0
42430671;0
42438355;0
42452926;0
42453419;0
42454548;0
42455008;0
42502880;0
42544219;0
42544482;0
42544514;0
42544796;0
42545014;0
42546229;0
42547548;0
42549427;0
42560401;0
42572571;0
42575757;0
42576715;0
42586998;0
425878202;0
42590662;0
42593820;0
42598439;0
42598827;0
42600768;0
42601832;0
42603867;0
42607453;0
42610133;0
42610385;0
42611481;0
42617214;0
42618895;0
42619354;0
42620434;0
42622060;0
42623050;0
42625618;0
42628208;0
42629899;0
42630684;0
42633821;0
42633892;0
42634217;0
42634236;0
42634258;0
42634260;0
42634262;0
42634571;0
42634778;0
42635166;0
42636930;0
42637880;0
42638253;0
42638466;0
42638904;0
42639066;0
42639503;0
42639860;0
42640856;0
42641132;0
42641201;0
42641231;0
42641679;0
42641848;0
42642257;0
42642261;0
42642263;0
42642500;0
42642729;0
42642796;0
42644182;0
42644212;0
42644235;0
42645557;0
42646172;0
42647011;0
42647685;0
42647920;0
42648134;0
42648398;0
42648612;0
42648675;0
42648711;0
42648751;0
42649085;0
42649197;0
42649265;0
42649307;0
42649488;0
42650844;0
42651417;0
42653291;0
42654751;0
42655938;0
42656325;0
42657351;0
42659106;0
42659781;0
42660784;0
42660943;0
42667203;0
42676533;0
42677013;0
42684941;0
42685226;0
42685396;0
42687521;0
42688993;0
42691335;0
42700404;0
42716118;0
42716291;0
42717714;0
42720851;0
42749594;0
42761328;0
42762866;0
42768856;0
42779488;0
42781961;0
42813131;0
42813865;0
42818086;0
42829076;0
42833652;0
42833947;0
42844287;0
433600414;0
435657469;0
435657471;0
43604519;0
441438482;0
441438514;0
444907711;0
445578299;0
446288165;0
446288170;0
457506054;0
458444683;0
460421562;0
460421593;0
460421659;0
460481863;0
461809858;0
466340662;0
470162295;0
477998618;0
486769539;0
494855368;0
501844969;0
512575181;0
516198367;0
525280668;0
525410558;0
527788433;0
529368096;0
544921435;0
552320755;0
552321119;0
569711583;0
582657736;0
582658299;0
582658300;0
582682149;0
599304390;0
599609084;0
600755950;0
601103853;0
601103854;0
602955999;0
602956000;0
603236051;0
610824172;0
611646596;0
611646701;0
